office_from_id,horizon,rows,y_sum,wins,ties,win_rate,tie_rate,ml_mean_abs_err,strong_mean_abs_err,delta_abs_err_mean,expected_loss_abs_mean,expected_gain_abs_mean,expected_loss_wape_like,expected_gain_wape_like,ml_abs_err_sum,strong_abs_err_sum,gap_abs_err_sum,loss_abs_sum,gain_abs_sum
9,9,654,71081.0,342,0,0.5229357798165137,0.0,41.28850725481653,42.089665789122975,-0.8011585343064473,2.9295147861840305,3.7306733204904776,0.026953794546564564,0.034325070716517386,27002.68374465001,27526.641426086426,-523.9576814364166,1915.9026701643559,2439.8603516007724
9,10,652,70922.0,339,0,0.5199386503067485,0.0,41.15038276272972,41.821394247511414,-0.6710114847816964,3.1267984179487534,3.7978099027304495,0.028745277466830987,0.03491401901497777,26830.049561299777,27267.54904937744,-437.49948807766606,2038.6725685025872,2476.172056580253
10,1,19095,1562034.0,14034,0,0.7349567949725059,0.0,8.667165424606713,22.62932367092591,-13.962158246319197,1.6884836788952378,15.650641925214435,0.0206407772484495,0.1913204242429868,165499.5237828652,432106.93549633026,-266607.41171346506,32241.595848504567,298849.0075619696
10,2,19038,1557653.0,13035,0,0.6846832650488497,0.0,12.015405984584165,23.00819208537071,-10.992786100786542,2.424999560366193,13.417785661152735,0.029638912922359206,0.16399532079161774,228749.29913451333,438029.96092128754,-209280.6617867742,46167.141630251586,255447.80341702577
10,3,18981,1552391.0,12065,0,0.6356356356356356,0.0,15.262877167507908,23.28562090162118,-8.02274373411327,2.93947644549206,10.96222017960533,0.03594081801033682,0.13403446762387103,289704.6715164676,441984.37033367157,-152279.698817204,55794.20241188479,208073.90122908878
10,4,18924,1546467.0,11260,0,0.5950116254491651,0.0,18.054563315941337,23.465445431663127,-5.41088211572179,3.413257913628815,8.824140029350605,0.04176777956303736,0.10798033576884011,341664.55619087385,444060.08934879303,-102395.53315791916,64592.492757511696,166988.02591543086
10,5,18867,1539104.0,11032,0,0.5847246515079239,0.0,18.435704028119474,23.623333513145955,-5.187629485026478,3.596860275966472,8.78448976099295,0.04409186307530837,0.1076840605447416,347826.42789853015,445701.4333925247,-97875.00549399455,67861.96282665942,165736.96832065398
10,6,18810,1531406.0,11052,0,0.5875598086124402,0.0,18.54844328370032,23.777007072393975,-5.228563788693654,3.7187456736707842,8.947309462364439,0.04567672199387194,0.10989828366029328,348896.218166403,447245.50303173065,-98349.28486532763,69949.60612174745,168298.89098707508
10,7,18753,1524387.0,11126,0,0.5932917399882686,0.0,18.890276526332144,24.086520286952247,-5.1962437606201055,3.7352826600920976,8.931526420712203,0.04595142554004141,0.10987558603400314,354249.3556983067,451694.5149412155,-97445.15924290883,70047.75572470711,167492.91496761594
10,8,18696,1517956.0,10851,0,0.5803915275994865,0.0,19.011199824531538,24.49227412908976,-5.481074304558222,3.9253294596789967,9.40640376423722,0.048346565762221384,0.11585456019553865,355433.39191944164,457907.55711746216,-102474.16519802052,73387.95957815852,175862.12477617906
10,9,18639,1512951.0,10812,0,0.5800740383067761,0.0,19.52713509484295,24.904357068790272,-5.37722197394732,4.114049797731813,9.491271771679132,0.05068358075041641,0.11692897823678847,363966.2710327778,464192.3114051819,-100226.0403724041,76681.77417992326,176907.81455232736
10,10,18582,1507069.0,10900,0,0.5865891723172963,0.0,19.32444237652974,25.245622126487213,-5.921179749957474,4.090867569939672,10.012047319897146,0.05043996073478983,0.1234474753965006,359086.7882406756,469114.1503543854,-110027.3621137098,76016.50118461897,186043.86329832877
